1;10,6794626;5,87758119;7,37996191;1,4207615;0,45042134;21,3934703;0;2,24037186;4,50913773;6,11966563;2,55280202;1,47833689;0;0;3,58134083;1,4496025;4,42501347;0;0;0,98332576;10,2633391
2;0;2,93276419;6,98352516;10,2203328;0;0;3,34916107;0;0;11,5152721;15,7285461;2,70286835;6,25038682;11,8082533;3,02704472;8,12708892;0;16,5796227;8,83165184;21,3235562;14,8831547
3;0;12,4535971;19,4099509;10,4420236;7,73098712;2,92307748;4,90094006;0;8,59938361;20,7194891;22,1930291;8,50630123;23,333733;9,61260253;12,9522875;19,6234858;6,24371827;0;14,5793271;26,8654051;28,432697
4;17,0499981;24,5424509;19,1431444;13,5205682;16,7047997;17,5171857;9,83768456;7,32774133;8,8224226;23,4307686;20,5215639;14,9910021;23,7847558;21,959661;25,7861126;20,3701018;10,8698779;0,48440761;17,9926902;26,3504373;27,2115081
5;8,28936006;17,2341722;8,92387319;16,9802646;15,5556592;12,6056403;5,29979719;3,30720139;7,30678208;33,9631563;23,4258146;15,6950654;30,9845975;24,434399;24,7619536;21,1479769;6,88434365;24,530963;27,6447438;25,3442018;20,02769
6;17,8137745;26,7005605;12,173559;22,4610627;20,0212723;13,6367806;7,22129533;3,31887752;7,65102917;27,1386026;31,038578;15,7479094;32,4569134;17,3376231;13,5165756;25,4989757;23,4886167;9,83829208;21,0439328;33,5785627;30,7551892
7;21,3311742;24,0283433;19,8119953;28,8226426;24,1431354;13,6435233;4,9032998;15,3974828;13,456601;24,5066303;19,2623059;21,9067598;29,7184402;20,7693104;40,9238016;28,9866674;0;22,9185877;22,0717393;26,2018708;18,7711319
8;12,5722975;38,8949269;39,6439403;25,093977;22,578615;20,3016751;15,1102406;5,71737077;3,65652096;22,4135684;31,9588774;12,7237334;11,7682435;24,7233959;29,0937558;14,1436491;13,3968492;17,4606556;6,02199288;31,2374889;35,6609177
9;19,3088269;26,5208992;18,7181111;31,9684501;34,5264568;12,4815576;13,8489935;6,61018299;8,24829998;20,9416523;32,0415196;15,9401372;19,7023532;30,074816;15,7799879;28,0256795;12,4532203;14,6023516;12,3921961;30,0476562;39,1000631
10;21,072376;24,6768515;24,9913496;34,1440148;27,4872642;26,1897788;2,31956136;16,5318243;12,8464379;36,2684036;33,6666776;29,6495815;26,5196368;33,4948753;36,1671068;26,8194143;17,2849645;23,0648555;14,4977183;33,7697305;34,9016358
11;26,2133988;33,832827;26,4413504;24,626201;28,2911664;18,5359004;13,9239109;3,07315806;12,6356954;33,296606;15,817502;26,220937;26,0462274;34,2740519;30,4799801;14,9221578;29,2442599;8,53993222;21,0179134;26,793957;29,9733655
12;16,5437087;29,7015456;28,7437674;34,2732856;29,894412;25,8176258;5,84755991;16,0975025;10,4586621;34,774297;23,9120073;31,953359;21,584594;34,2035837;26,3146341;24,5961477;13,6385829;19,4328027;20,084721;26,3524521;42,2032483
13;27,5096046;19,4917671;19,2220534;23,7546924;28,8153405;15,7919094;7,54508789;13,1582277;14,2123771;27,291572;36,6522383;36,4098508;28,8978452;36,0787383;34,1517304;33,6020026;22,1544594;28,732579;16,2585145;31,0993576;29,9294728
14;27,5633013;34,0249789;26,5753874;22,4755915;27,0900193;22,5161852;20,3169115;9,67274325;24,009118;27,1529182;24,7038339;19,3430613;34,3466847;27,161551;29,2084248;37,1791116;22,5272317;15,7978178;32,5706832;26,2747785;32,0461792
15;18,7953556;33,4335238;14,8479422;31,6927339;30,1802983;32,0036227;17,6963506;11,6956667;12,2490416;25,3848593;31,847999;24,4152218;21,5782192;25,5629001;34,2648386;29,8697542;27,26202;23,5779585;27,0577105;33,6076656;21,6257539
16;35,6352568;30,4984114;31,916807;17,3453366;25,2187269;21,5619627;31,578438;20,917249;12,2758453;42,4219904;34,8235429;33,8298839;26,1388995;27,5200488;31,6639048;15,3066623;32,8860672;18,3723999;21,3313406;29,6339811;41,3195797
17;32,0119359;31,3268569;28,4052317;29,4729905;32,6316371;32,2373684;1,90842128;25,3186992;24,0801618;31,5609798;36,7369091;35,6523367;31,0213122;33,4735191;26,0958796;35,8623195;26,8816263;18,9717419;37,3042637;30,4099602;32,8267115
18;30,2251207;32,5873616;39,5535165;19,6817647;30,2879833;19,9966365;26,3485068;22,2822886;18,6656265;28,026451;39,4592933;30,9948923;29,0692773;43,668275;24,4261302;31,9317127;38,4616131;22,1713633;15,3319665;26,8668305;39,4289402
19;38,4140065;39,9213428;23,4406639;23,3092818;19,6160134;22,8520269;20,4248915;20,835168;32,8761703;28,5029126;30,2668075;38,2960158;28,8782045;26,3863394;29,1273866;22,4670088;20,8437029;23,6610766;21,5336882;35,1068414;39,1735718
20;32,1684356;21,9565905;34,5520724;31,8199448;28,2420003;29,694028;17,7127272;22,7021901;25,3353628;21,7728414;40,2816114;28,6776064;35,958861;37,0081898;22,2297946;28,9383786;30,1044799;24,1992693;23,9778001;24,8957109;27,8149391
21;33,5142501;24,3340717;29,2998944;28,9316394;33,8931261;17,5724007;25,0778328;17,3425238;19,0664746;23,6801172;26,7577073;33,6000648;44,0099185;25,222263;34,5113134;40,5711167;16,3002827;16,4395675;24,3669524;27,9527488;34,7289019
22;33,6439879;33,233503;26,4316199;27,135136;34,8603814;28,3498015;17,7094276;17,4279452;19,726147;37,9778546;37,7651834;24,4467857;34,84247;33,0189532;29,8975631;29,6561719;31,4555046;34,3151894;26,120227;27,0607134;32,6478407
23;19,3330815;21,376588;34,8847019;22,3205066;35,5256001;21,4452014;20,0673733;25,040085;15,7339107;17,0730313;23,9598446;36,8452772;32,612276;32,2837737;23,7381783;37,1961937;24,6841369;24,5546108;24,908421;24,8461942;30,912525
24;35,4054354;35,5580778;33,5304599;36,9339418;35,5710541;27,8912204;19,3630591;20,7277736;27,834648;37,3271208;36,3316218;25,8838857;32,4329154;32,3964438;28,5689568;35,2569782;31,6891171;32,7032963;29,0341023;27,8638366;26,7477963
25;28,8916761;26,2677566;28,9571264;31,280016;32,7045754;26,1064737;11,048777;28,3510985;23,724279;37,0167546;32,8924518;40,3442028;35,738831;35,7207268;30,139678;19,3598053;30,377759;16,127859;27,4361122;30,995404;35,7620125
26;26,3036997;35,1097943;23,8094864;28,6938426;40,9940335;26,9409038;20,078033;43,3647704;27,6991851;19,331457;28,3504658;22,8265151;21,8009824;29,6283745;28,1926711;28,3877841;24,9214158;30,177018;31,48399;21,8874837;31,0203531
27;31,6094777;30,7677431;28,231588;38,3488076;22,7716719;28,4310581;17,9427743;23,6404728;16,7326351;32,0404062;31,2984982;21,9574836;28,2574926;30,9842005;29,8030191;29,0110414;30,1756134;25,3256662;27,1163487;29,2720434;32,3296405
28;27,384807;34,0102238;33,0947668;41,5596054;21,0744164;22,6775202;19,6380637;15,6995011;19,1275511;33,979222;35,4905148;27,7859899;36,5634353;26,4834377;19,3839988;34,0235606;27,1821143;25,2252581;30,0824402;30,7431776;26,1288762
29;27,8423685;36,2980457;29,8084314;36,0055901;21,3345996;19,3732732;34,4384589;27,1816516;29,6331188;29,496857;14,5647854;24,0771056;25,6808864;30,1564673;25,5260995;24,6669815;30,194764;22,4570471;26,024002;28,1500837;19,4755262
30;31,4143473;25,4482469;33,1622689;22,192908;34,7521407;27,5445141;27,462354;26,7365585;14,6905185;29,4293259;35,3976283;32,0999846;33,5332332;32,5400398;24,824581;24,9266751;35,4628592;37,6122372;41,9122383;38,0370586;24,5520406
31;13,2734417;29,3753364;35,4463061;24,0477673;24,4876654;17,0098164;34,0791703;30,3494421;14,3055947;31,1678117;26,5230215;35,3824136;35,5820843;26,3907732;30,6928684;23,9033207;39,7846168;21,4600843;34,0235734;30,1598484;30,5627629
32;22,427838;31,0878205;28,8705585;17,7496981;28,0498774;37,9767525;22,722731;29,2194656;21,4959304;36,0540805;24,788185;28,4544892;32,7876969;24,801979;27,5238072;38,4341468;24,3796729;28,7992806;30,8356146;18,4917955;26,4409397
33;35,1998099;30,8532519;34,9778197;32,8300407;27,223648;27,2794105;29,6218214;16,3539612;19,3755471;11,5944546;37,2870736;33,30622;38,3366252;22,479394;35,3630648;25,6262123;25,4185047;22,9143948;32,9461356;34,1153241;20,170895
34;24,3167687;34,4496335;38,6959206;34,6194398;30,1363315;26,6543976;20,9973202;32,5101657;31,986399;20,9941805;27,0302579;32,6779293;35,9646286;30,1361363;22,2587298;32,9287547;27,8771388;33,0808112;19,9456034;36,375695;30,4180748
35;35,0217092;22,4067266;36,8951048;26,879275;32,4741068;37,5211924;22,9234568;28,1753888;19,3119958;32,6336018;41,9777549;41,7425307;26,9881554;35,6183333;25,6164762;16,6933129;34,6103199;32,8706225;21,9252047;33,3520962;23,6192285
36;34,311933;32,8295657;43,1591697;40,4417962;27,5350697;29,4436965;24,923893;12,875007;19,6608326;28,3032567;25,0509027;29,4170349;27,1724571;27,2548588;30,9862254;28,7512312;27,8427201;37,9446455;29,2074398;23,5951244;31,6477974
37;34,2269143;31,8459076;35,3040413;25,2507432;21,795749;23,6481061;27,7835916;25,6182282;13,8768689;33,0454222;29,5092821;32,2746362;20,7508503;33,5777473;28,2894665;36,2617311;36,001471;34,9821015;33,7580998;32,7690447;19,0035021
38;26,149142;21,7859919;35,6068173;39,4244638;36,6661943;31,089953;24,6973412;32,8073156;26,8723099;31,9906085;23,5687368;39,8710122;28,7846884;29,2160967;16,3187818;25,1598794;23,3346736;17,4732244;36,6132713;32,2858416;38,8728963
39;27,3144567;32,860144;23,5411639;25,4772957;42,1641623;30,3429421;40,1717436;24,6731679;29,0151274;22,6852235;30,7190037;29,5126389;35,056946;31,9325045;31,4965675;24,9745198;19,2800795;21,6519989;32,1182989;33,7070892;40,6847551
40;33,8190422;35,634502;37,3859229;23,8794196;31,8568791;26,0697809;17,2860719;27,57786;22,299109;25,3993737;33,81358;30,9948963;37,8797668;29,3937464;39,1985857;36,5784484;33,6939384;28,7879999;23,8772982;26,597643;34,0717053
41;25,319062;31,9217381;23,5693423;18,6973442;24,9131019;22,2137528;21,5066299;28,6604814;29,3099319;29,5528199;16,8350534;21,9579532;33,4841714;25,8132763;26,2977288;32,9382839;24,8944462;32,916725;32,6936385;21,0312033;27,9238827
42;25,8852259;20,6973339;20,9958484;29,1265386;17,8364064;29,641162;27,4272666;24,9167958;18,0193991;35,087994;20,5130364;31,9102864;30,5196588;25,9674757;41,6731665;37,1553445;28,0885784;34,8193516;19,4836272;25,5980136;32,7187382
43;30,8720771;26,8860478;21,7699429;32,6227356;31,9554119;31,5829878;19,6459048;23,861533;29,1587831;35,6387321;26,7326846;31,7047802;29,5759533;30,1416275;44,5359027;38,6627783;18,0169298;34,3980585;24,0790479;19,2270113;16,7437538
44;30,4535186;24,306022;36,0421453;22,9632598;27,1612149;36,4686418;28,1377081;19,4561654;25,1467753;31,4996541;30,8252528;21,7505116;25,9215048;29,6057111;25,5607695;30,8049522;44,6808611;26,1339799;25,1952769;36,2212878;35,5268082
45;27,1492877;20,0196596;31,333777;29,887159;33,1937003;29,3173871;25,9143385;24,0111776;28,8402959;41,3772308;27,9379332;45,8519527;27,4787295;28,0433597;38,4011794;36,7451287;29,3989645;26,7792855;25,0482747;36,0006472;31,9219653
